lead_id,lead_indicator,date_part,source,customer_group,onboarding,customer_code
1842,0.0,2024-01-03,signup,1,True,KNTGMSZSYJ
1856,1.0,2024-01-21,signup,3,False,YTJRIQLIZD
1858,1.0,2024-01-25,signup,6,False,GSXSVCJTHZ
1859,1.0,2024-01-25,signup,5,True,RAVORCNJIV
1867,0.0,2024-01-22,signup,5,True,FEPJKOOKKW
1869,1.0,2024-01-04,signup,1,True,WZVVXMRKYV
1877,1.0,2024-01-21,signup,7,True,XCUTDIQPIM
1891,0.0,2024-01-23,signup,4,False,WHFJUTFIDR
1893,0.0,2024-01-13,signup,6,True,XBXYJJZTAH
1896,1.0,2024-01-16,signup,1,False,ETGKGETTMD
1899,1.0,2024-01-09,signup,5,True,LSNPONBOHB
1900,1.0,2024-01-11,signup,7,True,FDHWOIHKSQ
1901,0.0,2024-01-25,signup,3,True,YSWIFQYNKI
1902,1.0,2024-01-26,signup,6,False,YNPZDUBQMI
1913,0.0,2024-01-18,signup,2,False,FPCEEDREUA
1918,0.0,2024-01-13,signup,4,True,RMLYHTQODI
1919,0.0,2024-01-07,signup,9,False,MELNYFJEGF
1920,1.0,2024-01-19,signup,6,True,BSPVRFJUIZ
1931,1.0,2024-01-29,signup,8,False,XTTSRPLQSZ
1933,1.0,2024-01-10,signup,1,True,AOHSFVONKA
1938,0.0,2024-01-09,signup,2,True,AVEFHMGARP
1939,0.0,2024-01-06,signup,9,False,SEHJHNPOPG
1940,0.0,2024-01-08,signup,6,False,SXWSLWONYZ
1943,1.0,2024-01-08,signup,3,True,UDJWAFZMTV
1944,1.0,2024-01-12,signup,6,True,BVVFJGRFTI
1949,0.0,2024-01-19,signup,3,True,YZOZRBDXGB
1962,1.0,2024-01-20,signup,1,True,IFNGRTLECD
1964,1.0,2024-01-31,signup,9,True,KLVZJJMJQX
1966,0.0,2024-01-25,signup,7,False,BHMDIOJTFQ
1987,0.0,2024-01-16,signup,6,False,TXJIXBWONY
1989,1.0,2024-01-26,signup,1,True,KBERHWKHPX
2013,0.0,2024-01-17,signup,4,False,YDLEBDPLGS
2015,0.0,2024-01-18,signup,1,False,FESGXOUUKL
2019,1.0,2024-01-27,signup,1,True,PUNAPSGUSS
2024,0.0,2024-01-20,signup,7,False,JGKHZBJVGN
2026,1.0,2024-01-16,signup,3,False,FKIVNZSVAU
2043,0.0,2024-01-17,signup,2,False,KSFBYVAFBQ
2046,0.0,2024-01-07,signup,9,False,PWDVEYRCEJ
2054,1.0,2024-01-04,signup,6,False,OROXPZZUVZ
2059,1.0,2024-01-12,signup,5,False,FBXSBQDBDE
2062,1.0,2024-01-15,signup,1,True,LFLZOXAMJE
2064,0.0,2024-01-07,signup,4,True,GXPZDDWDVT
2070,1.0,2024-01-21,signup,1,False,SJAPYDZGDV
2072,0.0,2024-01-14,signup,8,False,FMSHKPMNUT
2073,1.0,2024-01-04,signup,8,True,VFOKVUEWNV
2074,1.0,2024-01-05,signup,3,False,HOJWGSWIGX
2089,0.0,2024-01-21,signup,1,True,WZKHEMBXFN
2104,1.0,2024-01-02,signup,4,False,BOWBRMAGUR
2107,1.0,2024-01-14,signup,2,True,XOVJNQKNMH
2108,0.0,2024-01-25,signup,1,False,CIDTDILZFD
2110,0.0,2024-01-22,signup,6,True,JQBLPRAMCL
2111,0.0,2024-01-08,signup,8,True,BNSNYCLELS
2112,0.0,2024-01-25,signup,2,True,PZZGLQJFPD
2114,1.0,2024-01-13,signup,2,False,SUJXJJNHSY
2115,0.0,2024-01-08,signup,5,True,YHQRIVNDFA
2121,1.0,2024-01-13,signup,3,False,DQYNCFTLGX
2123,0.0,2024-01-08,signup,1,True,TIHKOAMSAF
2134,1.0,2024-01-27,signup,9,True,VABPPLPKBI
2138,0.0,2024-01-08,signup,2,True,UUQLDYXWJR
2141,1.0,2024-01-21,signup,4,False,KXQXBESOUT
2149,1.0,2024-01-07,signup,8,False,PGFYUQAZDS
2150,0.0,2024-01-28,signup,8,True,OIFJMJRBRM
2153,1.0,2024-01-11,signup,9,False,OZKIVDLZSN
2156,0.0,2024-01-18,signup,5,False,WEGVRIRPQK
2159,1.0,2024-01-23,signup,2,False,IMWPZUHTKZ
2171,0.0,2024-01-15,signup,5,True,CYLYITSAQY
2172,0.0,2024-01-14,signup,5,True,COOSDUFZWH
2175,1.0,2024-01-24,signup,8,True,TPRJOSVDOY
2181,0.0,2024-01-04,signup,7,False,VHIAQAURPA
2186,1.0,2024-01-11,signup,4,False,CBIBPLRFWO
2191,1.0,2024-01-07,signup,1,True,YIOTJVIGUL
2192,1.0,2024-01-10,signup,2,False,ABYRDNVMHG
2194,0.0,2024-01-01,signup,7,True,WLOPUUZXTP
2199,0.0,2024-01-04,signup,3,True,SJSCXVUKHH
2206,0.0,2024-01-31,signup,5,False,TXANXRSAOU
2215,0.0,2024-01-12,signup,6,False,MJAGJCZATH
2217,0.0,2024-01-31,signup,4,False,YHTRFQBWHB
2235,1.0,2024-01-17,signup,7,True,IWEFHWEQOD
2237,0.0,2024-01-06,signup,2,True,KKVQPUBEJX
2250,0.0,2024-01-02,signup,7,False,ZJXCKBOQME
2256,1.0,2024-01-27,signup,7,True,ZBCTHMSRLX
2257,0.0,2024-01-28,signup,2,False,IUSXUOUNSQ
2268,0.0,2024-01-21,signup,9,True,JSZCGIXSYF
2276,1.0,2024-01-19,signup,2,False,QRUPRXHLHK
2279,0.0,2024-01-28,signup,3,False,FFECHHDHAI
2289,0.0,2024-01-09,signup,4,True,KEXPNQWDAB
2290,1.0,2024-01-07,signup,1,False,IRXMJUFMIP
2295,0.0,2024-01-19,signup,9,False,DMIUYWKJSQ
2296,0.0,2024-01-28,signup,7,True,KFIJDCYVMI
2297,0.0,2024-01-19,signup,4,False,KKTVUSXMAB
2310,1.0,2024-01-05,signup,9,True,KFCZUDFTTK
2316,0.0,2024-01-22,signup,4,False,BJJTTCCJHA
2317,0.0,2024-01-07,signup,9,True,NLEYGGVYUT
2321,1.0,2024-01-06,signup,9,False,MUJOQYREGH
2329,0.0,2024-01-26,signup,5,True,NIVAQCRVZZ
2330,0.0,2024-01-11,signup,2,False,ANZGRDYZMK
2334,0.0,2024-01-23,signup,7,True,KMMXGMSKAL
2335,0.0,2024-01-01,signup,6,False,SHSQGQFVRJ
2338,0.0,2024-01-03,signup,8,True,IMHFUSWNTE
2339,0.0,2024-01-02,signup,5,False,EHDFVKXMVO
2343,0.0,2024-01-28,signup,1,True,NJWXEUAJBW
2365,0.0,2024-01-26,signup,4,True,TLRDJMXFGT
2366,0.0,2024-01-12,signup,6,True,LDNMEKIJIU
2369,1.0,2024-01-07,signup,6,True,SJIQQLAZKV
2374,1.0,2024-01-20,signup,5,False,DAZVFCVSIP
2376,0.0,2024-01-11,signup,1,True,PHIMAVFTBG
2378,0.0,2024-01-26,signup,1,False,BKLTCXBPQT
2380,1.0,2024-01-19,signup,4,False,MSIAYQOZGV
2382,1.0,2024-01-27,signup,6,False,NIQXOUSFEL
2384,0.0,2024-01-11,signup,1,False,OQNHUHPMSE
2392,0.0,2024-01-03,signup,6,False,FZHYAADJQE
2402,0.0,2024-01-02,signup,1,False,CSNOODQHKV
2405,1.0,2024-01-14,signup,3,False,CGSKURLYFH
2416,0.0,2024-01-23,signup,5,False,YOLOCFCJGX
2422,1.0,2024-01-30,signup,4,True,JRDHFBNDVQ
2424,0.0,2024-01-23,signup,8,True,VNWWPEYHCM
2426,0.0,2024-01-09,signup,3,False,PHEKHLKXUA
2433,0.0,2024-01-29,signup,4,False,FBKLBLYQAZ
2436,0.0,2024-01-19,signup,4,False,DSJTTHBCTL
2438,1.0,2024-01-06,signup,3,False,XPHUHKFMCW
2443,1.0,2024-01-06,signup,7,False,DZDBBPIBKR
2444,0.0,2024-01-17,signup,5,False,HXSSEVHONE
2446,0.0,2024-01-31,signup,8,False,ZNWLFQFUZH
2447,0.0,2024-01-01,signup,3,False,OLJLVIUFOH
2449,0.0,2024-01-13,signup,1,False,YYKBCOPSON
2452,1.0,2024-01-03,signup,7,True,CQCMUDXNEP
2455,0.0,2024-01-03,signup,5,True,KJMEYVSTBY
2459,0.0,2024-01-24,signup,1,False,CRTWSFCJJR
2464,1.0,2024-01-21,signup,8,False,IIMNLYHAOF
2469,1.0,2024-01-01,signup,8,False,LUYEFWDJXD
2474,1.0,2024-01-28,signup,2,True,HUOSHWZLON
2478,0.0,2024-01-09,signup,6,True,RVTKYPJXNN
2482,1.0,2024-01-04,signup,8,False,XNQPVPMEUU
2489,0.0,2024-01-26,signup,9,False,TZDBSEXUYY
2504,0.0,2024-01-15,signup,7,False,PCBEDFQAJH
2508,1.0,2024-01-29,signup,5,True,ZUBLRJSFXT
2509,1.0,2024-01-31,signup,4,False,UZKIBZVDHF
2514,1.0,2024-01-29,signup,2,True,BEJHIHWRCW
2516,0.0,2024-01-11,signup,2,False,WBHXBGCPZU
2518,1.0,2024-01-13,signup,8,True,ZOHOAPIFNM
2520,1.0,2024-01-06,signup,5,True,KDASUODDGC
2532,0.0,2024-01-19,signup,1,True,RBRWZROFUK
2535,1.0,2024-01-14,signup,9,False,OUJCJCIGEN
2545,0.0,2024-01-24,signup,6,False,TKWFOYOILT
2546,0.0,2024-01-04,signup,5,True,KYDNOHKAHW
2553,1.0,2024-01-23,signup,4,False,YNADKXKUGZ
2554,0.0,2024-01-27,signup,2,True,JGXIDQJITC
2558,0.0,2024-01-17,signup,7,True,KYSQAFHTZV
2560,1.0,2024-01-13,signup,9,True,RMKBGYUNLU
2566,0.0,2024-01-27,signup,8,True,IQPDRMGKJJ
2567,0.0,2024-01-12,signup,6,True,MTWQAORZVQ
2575,1.0,2024-01-21,signup,4,False,IIZPCDFOVT
2581,1.0,2024-01-14,signup,5,False,GXUPMVDSZQ
2582,1.0,2024-01-17,signup,4,False,ZURDQBBFEY
2584,1.0,2024-01-12,signup,5,False,CCDDIXBQGA
2587,1.0,2024-01-26,signup,4,True,WAPEOCCPJL
2590,1.0,2024-01-13,signup,3,False,DEFCDZVBZE
2591,1.0,2024-01-14,signup,4,False,TADAHZBGFS
2594,0.0,2024-01-26,signup,7,False,CNFMTURVSJ
2596,0.0,2024-01-11,signup,1,False,ZVRSISFRUI
2598,0.0,2024-01-02,signup,9,False,HFXYUQNTLQ
2601,0.0,2024-01-18,signup,1,False,THQLDCDOYN
2608,1.0,2024-01-24,signup,1,False,NYXKVXPFGQ
2610,1.0,2024-01-16,signup,4,True,ITILLUTWLQ
2616,0.0,2024-01-01,signup,9,True,ZSMCILPIZB
2617,0.0,2024-01-28,signup,1,True,FQQOKOQQXL
2623,1.0,2024-01-10,signup,1,True,OQLPHQVGAL
2627,1.0,2024-01-06,signup,3,True,ESEIFXIOPR
2628,0.0,2024-01-30,signup,2,False,NKVSFPUMAW
2629,0.0,2024-01-17,signup,6,False,DAKDGKNZUT
2630,1.0,2024-01-05,signup,6,True,SXWABXPLOD
2637,1.0,2024-01-05,signup,6,False,NZSZCIKOEJ
2640,0.0,2024-01-11,signup,8,False,KQJYZLHSZY
2641,0.0,2024-01-11,signup,9,False,SVBIVGRYQT
2644,0.0,2024-01-08,signup,3,False,VBMYIHESMS
2662,0.0,2024-01-09,signup,5,True,RLZJITABBI
2667,1.0,2024-01-27,signup,8,False,VNSLPNXZIC
2668,1.0,2024-01-27,signup,3,False,XWPFZBHOHQ
2669,0.0,2024-01-20,signup,2,True,HWAUMSYTNP
2673,0.0,2024-01-26,signup,5,True,QKSEUMUXAZ
2674,1.0,2024-01-17,signup,9,False,DLGWZPMZYG
2678,0.0,2024-01-22,signup,4,False,IGBRAEXVGD
2679,1.0,2024-01-04,signup,1,False,NQDCKDPFQX
2688,0.0,2024-01-14,signup,2,True,HRNRQWROFT
2692,0.0,2024-01-25,signup,5,True,IVAVSZAISB
2693,0.0,2024-01-29,signup,8,True,BSMKYLHCBL
2698,1.0,2024-01-17,signup,2,False,EGHPUZPFSD
2704,1.0,2024-01-11,signup,2,False,CVXWXWYATY
2707,0.0,2024-01-30,signup,3,True,RQIKBVPREN
2714,0.0,2024-01-31,signup,5,True,OKPISHLZCY
2720,1.0,2024-01-10,signup,9,True,ZVQUHIHGMV
2721,1.0,2024-01-06,signup,2,True,HDEGVLLLJR
2723,0.0,2024-01-12,signup,8,True,JGVFNTNHBN
2728,0.0,2024-01-18,signup,8,True,RTGBEMFZNO
2729,0.0,2024-01-02,signup,9,True,IPQMFUFNXZ
2730,1.0,2024-01-16,signup,8,False,BPFAREWMBX
2734,1.0,2024-01-01,signup,5,False,JWWHQFSIOQ
2735,1.0,2024-01-11,signup,2,True,QXURHZYNNR
2739,0.0,2024-01-18,signup,2,True,AXKEWVWUZT
2740,0.0,2024-01-30,signup,7,False,FXNMMBBZEK
2745,1.0,2024-01-26,signup,4,True,EPBNHAVGYI
2747,0.0,2024-01-15,signup,2,True,CXXQLRLVKZ
2751,1.0,2024-01-21,signup,3,True,EMZMTQXQMY
2753,0.0,2024-01-02,signup,7,True,LDDQHGQDXK
2758,1.0,2024-01-06,signup,5,True,EKIIBQYDWR
2763,0.0,2024-01-30,signup,1,False,SGHPHRPZRR
2771,0.0,2024-01-18,signup,7,False,QHYPKQEXOI
2784,1.0,2024-01-17,signup,4,True,EAGKRTIJYN
2787,0.0,2024-01-03,signup,9,True,SYFYYORJXC
2804,1.0,2024-01-21,signup,3,False,VARKGSYEIV
2807,0.0,2024-01-10,signup,7,False,UWLCCXVHKH
2817,0.0,2024-01-28,signup,8,True,CEEADFHMTM
2818,0.0,2024-01-13,signup,8,False,IPCMKAZHQO
2824,0.0,2024-01-18,signup,4,False,TOSQZZOGEP
2829,0.0,2024-01-25,signup,9,False,ULJKQWIGKR
2831,1.0,2024-01-22,signup,5,False,VDTSJQOFMT
2832,0.0,2024-01-31,signup,7,False,BVHHYVZTZJ
2833,0.0,2024-01-15,signup,3,True,WIMPZBVRJC
2850,1.0,2024-01-02,signup,7,False,XKBFTSCXBX
2857,0.0,2024-01-22,signup,6,True,TKXEPUZMSX
2859,0.0,2024-01-28,signup,4,False,YVEOZFKCYR
2867,1.0,2024-01-04,signup,9,True,ODOUQKUGNG
2870,1.0,2024-01-29,signup,5,True,JVIHQMSTQG
2871,1.0,2024-01-16,signup,4,True,TFWLENSXYX
2872,1.0,2024-01-28,signup,4,True,FSSBPGPGSY
2875,0.0,2024-01-24,signup,3,False,BTZVDYPLSV
2876,0.0,2024-01-02,signup,1,True,FJERSAZJID
2877,0.0,2024-01-28,signup,8,False,BSUAPJSXPG
2879,0.0,2024-01-14,signup,1,True,GALYZDOXKT
2880,0.0,2024-01-03,signup,3,True,QHLPTTFQSQ
2882,0.0,2024-01-28,signup,6,True,NPCZCIICRR
2883,0.0,2024-01-23,signup,6,True,OXJINXAQDT
2886,1.0,2024-01-31,signup,8,False,SOECBZQBCV
2887,0.0,2024-01-01,signup,6,True,CGZYPVGZLK
2890,0.0,2024-01-09,signup,5,False,ZMZLRWNECU
2892,1.0,2024-01-14,signup,3,True,LFTQPAOKJR
2896,1.0,2024-01-23,signup,2,True,ILWTLFFGTI
2898,0.0,2024-01-27,signup,2,False,ZGGYEKIYWW
2903,0.0,2024-01-03,signup,9,True,ABTSQBEZQR
2911,0.0,2024-01-19,signup,7,False,HBHQOERLHE
2914,0.0,2024-01-26,signup,3,False,UGTGZOCELN
2916,1.0,2024-01-21,signup,7,True,ZXPGXOJPPY
2918,0.0,2024-01-16,signup,7,True,PPMSMLRXLF
2919,0.0,2024-01-19,signup,3,False,RBKADVAFUZ
2920,0.0,2024-01-25,signup,5,True,QRPYYNENMY
2922,1.0,2024-01-07,signup,2,True,KYMVGSKAEN
2923,0.0,2024-01-05,signup,8,True,VWPTBVEGYT
2924,0.0,2024-01-23,signup,8,False,WSTDBZCCQO
2925,1.0,2024-01-11,signup,8,False,ZLMQOCTINW
2934,1.0,2024-01-01,signup,5,True,FBXLHSNMCU
2940,0.0,2024-01-27,signup,8,False,AVOZVAAWCN
2953,0.0,2024-01-29,signup,5,True,URVRLHCXGT
2956,1.0,2024-01-26,signup,7,False,OHQWTZWVRW
2958,0.0,2024-01-12,signup,1,True,SQVWDWVAXV
2971,0.0,2024-01-21,signup,1,False,JAZUUCNIJT
2973,1.0,2024-01-01,signup,9,False,PUWUWIIWJT
2977,0.0,2024-01-08,signup,3,False,MWVQZIZJTI
2983,1.0,2024-01-06,signup,8,False,GSXAXVUFOM
2986,0.0,2024-01-23,signup,5,True,JRAIOGTSDO
2987,1.0,2024-01-08,signup,9,True,AFDIUPZXKT
2990,0.0,2024-01-22,signup,8,True,IBQSDBFJZE
2997,0.0,2024-01-20,signup,8,True,EBWZYCKBBB
2998,0.0,2024-01-14,signup,2,False,RFTSZVCCAS
3000,1.0,2024-01-26,signup,3,False,HXREICAIYJ
3003,1.0,2024-01-30,signup,2,False,CSSGPUDVIM
3008,1.0,2024-01-02,signup,8,True,GLBNJIRCHJ
3009,0.0,2024-01-16,signup,5,True,SKPAAAULAC
3012,0.0,2024-01-23,signup,3,False,FYJKKYYAPR
3014,1.0,2024-01-16,signup,4,False,QUJXZSIFRN
3017,0.0,2024-01-15,signup,1,True,KVVQFAEPLW
3020,0.0,2024-01-29,signup,8,False,PTERBBHFXL
3023,0.0,2024-01-05,signup,7,True,WUFPIDMRKY
3024,0.0,2024-01-24,signup,1,False,FAGHXBDLTV
3028,1.0,2024-01-26,signup,5,False,YWAFEAPTQI
3031,0.0,2024-01-02,signup,9,False,XPMFZVVPXN
3032,1.0,2024-01-25,signup,9,True,QCQNHNMDPA
3034,0.0,2024-01-08,signup,5,False,VLZPJZILVL
3036,0.0,2024-01-19,signup,2,True,HLCCNLSQMQ
3038,0.0,2024-01-30,signup,6,False,ZLPMBFEXTX
3040,0.0,2024-01-22,signup,8,True,KLHQXTEKPP
3042,0.0,2024-01-23,signup,8,False,SBBBEDYHCI
3044,1.0,2024-01-17,signup,7,True,AOVNSAMSSC
3045,1.0,2024-01-03,signup,4,True,GLWOXGBVRO
3049,0.0,2024-01-04,signup,2,False,URCHJWNPVK
3050,0.0,2024-01-17,signup,7,True,WYVXJIWYFC
3053,0.0,2024-01-21,signup,3,True,XJSTKQNVOV
3060,0.0,2024-01-02,signup,9,True,AGVKVNBNXN
3064,1.0,2024-01-29,signup,9,True,LCIDNGXIPX
3065,0.0,2024-01-10,signup,8,False,WVEJRCAFIK
3069,1.0,2024-01-31,signup,1,True,HRVENXNVQF
3078,0.0,2024-01-16,signup,8,True,WUUEOSAGWD
3083,1.0,2024-01-09,signup,7,False,EKMJOCJXOU
3092,0.0,2024-01-25,signup,1,False,IODVZQOYDV
3094,0.0,2024-01-13,signup,7,False,LAOEQTDSSG
3097,0.0,2024-01-27,signup,4,True,OQIMDNCSYS
3103,0.0,2024-01-05,signup,2,True,CXXPPNMNPH
3106,1.0,2024-01-13,signup,3,True,ANOEFYIWKP
3114,0.0,2024-01-11,signup,2,False,BLPBCNIBEU
3117,0.0,2024-01-27,signup,7,True,QJSGCYMHTY
3118,0.0,2024-01-28,signup,5,True,JIVFWLYYKT
3119,0.0,2024-01-01,signup,4,False,XRYYIPMYJL
3120,0.0,2024-01-21,signup,3,False,YWZYSMFYQC
3124,1.0,2024-01-01,signup,8,False,MCZWEFUHJV
3129,1.0,2024-01-09,signup,7,True,RXCRLMTNUZ
3133,1.0,2024-01-24,signup,5,True,VLYTSSYJUK
3135,1.0,2024-01-11,signup,7,True,TCGQXEIWNJ
3136,1.0,2024-01-01,signup,9,False,VFOTWYAXYQ
3137,1.0,2024-01-20,signup,2,True,BIOPNRCSEL
3138,1.0,2024-01-25,signup,2,True,ITTSVDBGAQ
3144,0.0,2024-01-10,signup,7,True,TBOHVHBVHZ
3146,1.0,2024-01-15,signup,8,False,KITDWIZCHC
3147,1.0,2024-01-19,signup,9,False,DZRUVRWOYK
3158,1.0,2024-01-31,signup,2,True,DJRJKEBERP
3171,0.0,2024-01-31,signup,2,True,WMBULRRBFC
3173,0.0,2024-01-10,signup,4,True,BBPYZBLGJF
3177,1.0,2024-01-16,signup,6,True,BYALBNXSUG
3188,1.0,2024-01-14,signup,6,False,UVOOKLHPPX
3191,1.0,2024-01-13,signup,3,False,VLDOXNOAHL
3195,1.0,2024-01-06,signup,7,False,SMQAFHAXDA
3198,0.0,2024-01-04,signup,8,False,None
3200,1.0,2024-01-31,signup,4,False,BVNPQZEVLA
3209,1.0,2024-01-12,signup,8,False,QSRUSYPHID
3214,0.0,2024-01-27,signup,2,True,HIYCCDTRVC
3215,0.0,2024-01-18,signup,4,False,USMNUCWHSH
3216,0.0,2024-01-23,signup,4,True,VYQEGSTUJU
3221,0.0,2024-01-31,signup,8,True,PGXFDSOMVK
3224,0.0,2024-01-31,signup,2,True,OBCLJNYPMQ
3231,1.0,2024-01-13,signup,5,False,OZDUYCSGQQ
3234,0.0,2024-01-01,signup,4,False,TGCRFBYXAV
3258,0.0,2024-01-28,signup,6,False,LISVPCGTBE
3260,0.0,2024-01-29,signup,9,True,ALLOPYHURT
3262,0.0,2024-01-23,signup,9,True,XCJETCTITO
3266,0.0,2024-01-03,signup,7,False,RPUXZPTFEA
3267,1.0,2024-01-28,signup,5,True,STXPGPIRVM
3268,1.0,2024-01-01,signup,2,True,BKPPEAYDFC
3270,0.0,2024-01-03,signup,4,False,KYCOUTOJNW
3271,0.0,2024-01-05,signup,5,False,UZCBTDSYBG
3272,1.0,2024-01-25,signup,3,True,IEGWQOTQLP
3277,0.0,2024-01-25,signup,7,True,FSKYRENSPU
3278,0.0,2024-01-16,signup,9,True,RXDXXBXPRD
3282,1.0,2024-01-28,signup,6,True,LNPJIORHRL
3284,0.0,2024-01-27,signup,8,False,CIZVFVPDDC
3285,0.0,2024-01-14,signup,3,False,NVROWWDEBX
3286,0.0,2024-01-10,signup,7,True,VUTPHFUBUJ
3296,1.0,2024-01-27,signup,8,True,TBZQLVKYBF
3305,0.0,2024-01-17,signup,4,True,LBAUOECLYS
3321,0.0,2024-01-14,signup,9,True,QANXPOJXMW
3323,1.0,2024-01-21,signup,9,False,LRZASXUMKT
3325,1.0,2024-01-25,signup,8,True,OJDTLFZSRZ
3326,1.0,2024-01-17,signup,6,False,RYKPGVCXBA
3331,1.0,2024-01-26,signup,6,True,HTGSXPQULO
3334,1.0,2024-01-29,signup,8,False,VQXJSTIGGA
3350,0.0,2024-01-12,signup,3,False,OEJXQWSOJN
3356,1.0,2024-01-18,signup,7,True,BLIOFLRGFP
3363,0.0,2024-01-20,signup,7,False,OMOGDOFUDQ
3369,1.0,2024-01-01,signup,2,True,KUFBVMQIRE
3373,1.0,2024-01-19,signup,6,True,XVIYJBRRJE
3374,1.0,2024-01-30,signup,5,False,VKTDAARAJW
3382,0.0,2024-01-04,signup,2,True,IHGRLMKEYX
3384,0.0,2024-01-17,signup,6,True,EBXDUNOSNI
3385,1.0,2024-01-30,signup,6,False,ZTCCCBRXLY
3389,1.0,2024-01-24,signup,7,True,YAEVFPSRXX
3392,1.0,2024-01-07,signup,9,False,TZFXDEZAIO
3393,0.0,2024-01-16,signup,1,False,FVMEFVCIYN
3398,0.0,2024-01-11,signup,5,True,OJYRJJXYJD
3409,0.0,2024-01-02,signup,5,False,UGJNOFWVVX
3410,0.0,2024-01-04,signup,7,True,VUHSWNMGHH
3414,1.0,2024-01-03,signup,1,False,GDHKLCOAZU
3415,1.0,2024-01-04,signup,4,True,TOWYEVPYHY
3422,1.0,2024-01-11,signup,7,False,CFVVVSWJEO
3424,1.0,2024-01-14,signup,5,True,MLOSPEFBIA
3425,1.0,2024-01-21,signup,1,True,HQMHSACEPR
3429,1.0,2024-01-21,signup,4,True,CIGRZGAIZE
3439,1.0,2024-01-10,signup,2,False,YJBGPEDKZH
3440,0.0,2024-01-29,signup,5,False,ZQFLBOXLGI
3448,1.0,2024-01-16,signup,2,True,AKJLYQPNXV
3453,0.0,2024-01-04,signup,8,False,CCQBOPRSCA
3461,0.0,2024-01-15,signup,7,True,LWPKLICTCR
3462,1.0,2024-01-05,signup,7,False,ATZJUIKWHH
3463,1.0,2024-01-13,signup,9,False,GBKUHJVHUS
3470,0.0,2024-01-14,signup,1,True,TNGXBLJHQZ
3478,0.0,2024-01-16,signup,1,False,WZRNPUPQIO
3479,0.0,2024-01-30,signup,3,False,KPJFKYPJXI
3483,1.0,2024-01-24,signup,9,False,KRZDOUFYVV
3485,1.0,2024-01-03,signup,4,True,FWEZGMZAIE
3491,1.0,2024-01-05,signup,4,False,QPAYSXVIMF
3495,0.0,2024-01-06,signup,2,True,HPUNZBRNVF
3496,1.0,2024-01-30,signup,9,True,CDJQTAQOWJ
3499,1.0,2024-01-11,signup,1,False,KKVIMRXGKV
3504,1.0,2024-01-09,signup,2,True,QPWQRDXMTU
3515,1.0,2024-01-10,signup,8,False,YXUNPEIVKR
3518,0.0,2024-01-19,signup,7,False,CNZYDETMTH
3523,0.0,2024-01-31,signup,4,False,RVENOBWFUR
3532,0.0,2024-01-17,signup,9,True,PPYTVAGSTV
3538,1.0,2024-01-11,signup,7,True,GKYCYOPUND
3542,0.0,2024-01-16,signup,6,False,VTTOIIOXSX
3544,1.0,2024-01-05,signup,6,False,RNPSUXOQQS
3546,0.0,2024-01-23,signup,7,True,ZQKSVRDHFS
3548,0.0,2024-01-04,signup,8,True,EJQXKRGXCK
3554,0.0,2024-01-12,signup,2,True,YRVBVHQFCF
3564,0.0,2024-01-25,signup,8,False,VBZKNCFPBU
3570,0.0,2024-01-06,signup,9,True,IHGBKFZDVF
3571,1.0,2024-01-25,signup,7,True,IQSELTGQOP
3572,1.0,2024-01-30,signup,4,False,PEYTMIAACZ
3575,0.0,2024-01-07,signup,4,False,HILSPTSIYF
3579,0.0,2024-01-24,signup,4,False,YKSZGXGEHF
3584,0.0,2024-01-17,signup,7,True,KJGJQLCEQL
3596,0.0,2024-01-12,signup,6,False,HYENOYJEZK
3603,0.0,2024-01-13,signup,8,True,VQDJFCGZCG
3611,0.0,2024-01-23,signup,5,True,ZCKJHCTUBT
3613,1.0,2024-01-26,signup,2,False,ZNTAATCTJF
3615,0.0,2024-01-12,signup,8,False,NMZITKJSLL
3621,0.0,2024-01-29,signup,7,False,GWVOMKMNVV
3622,0.0,2024-01-13,signup,9,False,WBLJCWRVNA
3624,0.0,2024-01-30,signup,6,False,DDUUCIWXSX
3625,0.0,2024-01-23,signup,2,True,JFSDTHYUTZ
3628,1.0,2024-01-28,signup,4,True,VBLGHLMEVE
3631,0.0,2024-01-12,signup,6,True,LMCSWAJNEV
3638,0.0,2024-01-03,signup,5,True,CKBWQKSODK
3641,1.0,2024-01-25,signup,5,True,LXDOIEJMIM
3647,0.0,2024-01-28,signup,8,True,LLHHSYSBZZ
3651,0.0,2024-01-03,signup,6,True,ODTTYNSMBK
3652,1.0,2024-01-14,signup,4,False,FZWEUIYHNH
3655,0.0,2024-01-25,signup,2,False,EJCNCXBOPW
3661,1.0,2024-01-09,signup,6,True,XOHIXWNCPL
3672,1.0,2024-01-22,signup,6,False,ZIKWQWOVRZ
3675,0.0,2024-01-19,signup,8,False,CELUJDWQTL
3677,0.0,2024-01-04,signup,7,True,FOEOLZOFZT
3678,1.0,2024-01-10,signup,7,False,HNCSCUVACM
3679,0.0,2024-01-27,signup,6,True,VMENIJZZYY
3682,1.0,2024-01-13,signup,7,True,KGQIZKUYSQ
3692,1.0,2024-01-03,signup,6,True,NHFILXCBHZ
3693,0.0,2024-01-08,signup,4,True,YHAIDNMWLX
3695,0.0,2024-01-04,signup,7,True,VUNWIDSOJT
3702,0.0,2024-01-25,signup,3,True,ZLRFTHZWTP
3703,1.0,2024-01-12,signup,8,False,SLLWYATCAI
3705,1.0,2024-01-03,signup,2,True,QYSDSNGYBS
3707,0.0,2024-01-26,signup,3,True,XPKYEUTLCU
